Ano;Unidade Geográfica;Localização;Dependência Administrativa;Total Aprovação no Ens. Fundamental;Total Aprovação Médio;Total  Aprovação Médio Não-Seriado;Total Reprovação no Ens. Fundamental;Total Reprovação no Ens. Médio;Total  Reprovação Médio Não-Seriado;Total Abandono no Ens. Fundamental;Total Abandono Médio;Total  Abandono Médio Não-Seriado;;;;;;;;;
2019;Pará;Rural;Estadual;84,9;77,6;--;10,1;9,0;--;5,0;13,4;--;;;;;;;;;
2019;Pará;Urbana;Municipal;87,9;60,0;--;9,9;35,8;--;2,2;4,2;--;;;;;;;;;
2019;Pará;Rural;Municipal;81,6;--;--;13,8;--;--;4,6;--;--;;;;;;;;;
2019;Pará;Urbana;Particular;98,3;97,1;54,5;1,5;2,5;0,0;0,2;0,4;45,5;;;;;;;;;
2019;Pará;Rural;Particular;89,1;91,6;--;10,4;2,6;--;0,5;5,8;--;;;;;;;;;
2019;Pará;Urbana;Pública;87,4;76,9;86,9;10,3;12,4;9,5;2,3;10,7;3,6;;;;;;;;;
2019;Pará;Rural;Pública;81,7;77,6;--;13,7;9,0;--;4,6;13,4;--;;;;;;;;;
2019;Amapá;Urbana;Federal;--;92,1;--;--;7,2;--;--;0,7;--;;;;;;;;;
2019;Amapá;Urbana;Estadual;85,8;77,0;--;11,6;12,1;--;2,6;10,9;--;;;;;;;;;
2019;Amapá;Rural;Estadual;83,7;75,4;--;13,1;12,7;--;3,2;11,9;--;;;;;;;;;
2019;Amapá;Urbana;Municipal;91,0;--;--;7,9;--;--;1,1;--;--;;;;;;;;;
2019;Amapá;Rural;Municipal;86,7;--;--;12,3;--;--;1,0;--;--;;;;;;;;;
2019;Amapá;Urbana;Particular;99,5;99,1;--;0,4;0,9;--;0,1;0,0;--;;;;;;;;;
2019;Amapá;Rural;Particular;79,4;78,5;72,7;3,9;4,1;0,0;16,7;17,4;27,3;;;;;;;;;
2019;Amapá;Urbana;Pública;88,0;77,9;--;10,0;11,8;--;2,0;10,3;--;;;;;;;;;
2019;Amapá;Rural;Pública;84,7;75,4;--;12,8;12,7;--;2,5;11,9;--;;;;;;;;;
2019;Tocantins;Urbana;Federal;--;84,3;--;--;13,1;--;--;2,6;--;;;;;;;;;
2019;Tocantins;Rural;Federal;--;86,2;--;--;12,0;--;--;1,8;--;;;;;;;;;
2019;Tocantins;Urbana;Estadual;90,3;87,9;--;8,2;7,7;--;1,5;4,4;--;;;;;;;;;
2019;Tocantins;Rural;Estadual;85,3;84,7;92,1;9,3;9,6;2,6;5,4;5,7;5,3;;;;;;;;;
2019;Tocantins;Urbana;Municipal;94,6;--;--;5,1;--;--;0,3;--;--;;;;;;;;;
2019;Tocantins;Rural;Municipal;91,4;--;--;7,6;--;--;1,0;--;--;;;;;;;;;
2019;Tocantins;Urbana;Particular;98,2;94,6;--;1,8;5,2;--;0,0;0,2;--;;;;;;;;;
2019;Tocantins;Rural;Particular;99,4;100,0;--;0,6;0,0;--;0,0;0,0;--;;;;;;;;;
2019;Tocantins;Urbana;Pública;92,9;87,7;--;6,3;7,9;--;0,8;4,4;--;;;;;;;;;
2019;Tocantins;Rural;Pública;89,7;85,0;92,1;8,1;10,0;2,6;2,2;5,0;5,3;;;;;;;;;
2019;Maranhão;Urbana;Federal;94,4;89,2;89,4;5,2;9,0;8,9;0,4;1,8;1,7;;;;;;;;;
2019;Maranhão;Rural;Federal;97,7;90,0;--;2,3;6,6;--;0,0;3,4;--;;;;;;;;;
2019;Maranhão;Urbana;Estadual;96,2;90,9;--;3,0;4,6;--;0,8;4,5;--;;;;;;;;;
2019;Maranhão;Rural;Estadual;80,3;88,2;--;13,2;5,3;--;6,5;6,5;--;;;;;;;;;
2019;Maranhão;Urbana;Municipal;91,0;91,8;--;7,2;0,6;--;1,8;7,6;--;;;;;;;;;
2019;Maranhão;Rural;Municipal;90,9;80,6;--;7,0;3,4;--;2,1;16,0;--;;;;;;;;;
2019;Maranhão;Urbana;Particular;98,2;95,4;97,3;1,6;3,7;1,8;0,2;0,9;0,9;;;;;;;;;
2019;Maranhão;Rural;Particular;97,9;88,6;69,7;1,6;3,4;0,0;0,5;8,0;30,3;;;;;;;;;
2019;Maranhão;Urbana;Pública;91,1;90,8;89,4;7,1;4,7;8,9;1,8;4,5;1,7;;;;;;;;;
2019;Maranhão;Rural;Pública;90,6;88,3;--;7,1;5,3;--;2,3;6,4;--;;;;;;;;;
2019;Piauí;Urbana;Federal;--;86,0;--;--;11,9;--;--;2,1;--;;;;;;;;;
2019;Piauí;Rural;Federal;--;85,9;--;--;11,3;--;--;2,8;--;;;;;;;;;
2019;Piauí;Urbana;Estadual;86,6;83,6;--;10,5;8,4;--;2,9;8,0;--;;;;;;;;;
2019;Piauí;Rural;Estadual;75,3;78,7;--;14,7;7,1;--;10,0;14,2;--;;;;;;;;;
2019;Piauí;Urbana;Municipal;91,8;89,5;--;7,0;10,5;--;1,2;0,0;--;;;;;;;;;
2019;Piauí;Rural;Municipal;90,6;87,5;--;7,9;12,5;--;1,5;0,0;--;;;;;;;;;
2019;Piauí;Urbana;Particular;97,2;95,3;100,0;2,5;4,1;0,0;0,3;0,6;0,0;;;;;;;;;
2019;Piauí;Rural;Particular;98,0;100,0;--;2,0;0,0;--;0,0;0,0;--;;;;;;;;;
2019;Piauí;Urbana;Pública;91,1;83,8;--;7,4;8,6;--;1,5;7,6;--;;;;;;;;;
2019;Piauí;Rural;Pública;90,5;79,3;--;7,9;7,5;--;1,6;13,2;--;;;;;;;;;
2019;Ceará;Urbana;Federal;96,5;84,8;81,3;3,5;13,4;16,5;0,0;1,8;2,2;;;;;;;;;
2019;Ceará;Rural;Federal;--;90,0;92,6;--;7,6;3,7;--;2,4;3,7;;;;;;;;;
2019;Ceará;Urbana;Estadual;91,4;92,3;--;5,9;3,8;--;2,7;3,9;--;;;;;;;;;
2019;Ceará;Rural;Estadual;93,1;94,0;--;4,7;2,7;--;2,2;3,3;--;;;;;;;;;
2019;Ceará;Urbana;Municipal;96,2;--;--;3,1;--;--;0,7;--;--;;;;;;;;;
2019;Ceará;Rural;Municipal;96,7;--;--;2,7;--;--;0,6;--;--;;;;;;;;;
2019;Ceará;Urbana;Particular;98,3;96,6;100,0;1,5;3,1;0,0;0,2;0,3;0,0;;;;;;;;;
2019;Ceará;Rural;Particular;98,9;94,6;--;0,9;4,3;--;0,2;1,1;--;;;;;;;;;
2019;Ceará;Urbana;Pública;96,1;92,2;81,3;3,1;4,0;16,5;0,8;3,8;2,2;;;;;;;;;
2019;Ceará;Rural;Pública;96,6;93,9;92,6;2,7;2,8;3,7;0,7;3,3;3,7;;;;;;;;;
2019;Rio Grande do Norte;Urbana;Federal;100,0;87,6;--;0,0;10,6;--;0,0;1,8;--;;;;;;;;;
2019;Rio Grande do Norte;Rural;Federal;--;91,3;--;--;7,3;--;--;1,4;--;;;;;;;;;
2019;Rio Grande do Norte;Urbana;Estadual;81,6;73,6;84,4;15,6;17,2;3,1;2,8;9,2;12,5;;;;;;;;;
2019;Rio Grande do Norte;Rural;Estadual;82,6;73,3;--;14,4;13,4;--;3,0;13,3;--;;;;;;;;;
2019;Rio Grande do Norte;Urbana;Municipal;84,1;--;--;13,2;--;--;2,7;--;--;;;;;;;;;
2019;Rio Grande do Norte;Rural;Municipal;85,3;--;--;12,4;--;--;2,3;--;--;;;;;;;;;
2019;Rio Grande do Norte;Urbana;Particular;97,7;94,5;--;2,1;5,1;--;0,2;0,4;--;;;;;;;;;
2019;Rio Grande do Norte;Rural;Particular;97,6;100,0;--;2,4;0,0;--;0,0;0,0;--;;;;;;;;;
2019;Rio Grande do Norte;Urbana;Pública;83,4;75,0;84,4;13,9;16,5;3,1;2,7;8,5;12,5;;;;;;;;;
2019;Rio Grande do Norte;Rural;Pública;85,1;78,4;--;12,5;11,6;--;2,4;10,0;--;;;;;;;;;
2019;Paraíba;Urbana;Federal;--;91,8;--;--;7,3;--;--;0,9;--;;;;;;;;;
2019;Paraíba;Rural;Federal;--;93,2;--;--;3,7;--;--;3,1;--;;;;;;;;;
2019;Paraíba;Urbana;Estadual;81,2;80,5;100,0;14,8;11,9;0,0;4,0;7,6;0,0;;;;;;;;;
2019;Paraíba;Rural;Estadual;80,1;82,3;--;15,8;11,2;--;4,1;6,5;--;;;;;;;;;
2019;Paraíba;Urbana;Municipal;87,2;65,7;--;10,2;5,1;--;2,6;29,2;--;;;;;;;;;
2019;Paraíba;Rural;Municipal;89,0;--;--;9,0;--;--;2,0;--;--;;;;;;;;;
2019;Paraíba;Urbana;Particular;97,9;95,6;93,1;1,8;3,6;6,9;0,3;0,8;0,0;;;;;;;;;
2019;Paraíba;Rural;Particular;95,8;--;--;3,3;--;--;0,9;--;--;;;;;;;;;
2019;Paraíba;Urbana;Pública;85,8;81,1;100,0;11,3;11,6;0,0;2,9;7,3;0,0;;;;;;;;;
2019;Paraíba;Rural;Pública;88,2;82,7;--;9,6;10,9;--;2,2;6,4;--;;;;;;;;;
2019;Pernambuco;Urbana;Federal;97,7;77,1;78,8;2,0;18,3;19,0;0,3;4,6;2,2;;;;;;;;;
2019;Pernambuco;Rural;Federal;--;83,5;84,0;--;14,4;13,2;--;2,1;2,8;;;;;;;;;
2019;Pernambuco;Urbana;Estadual;94,1;93,7;84,5;5,2;4,9;11,6;0,7;1,4;3,9;;;;;;;;;
2019;Pernambuco;Rural;Estadual;86,8;91,1;76,1;11,2;6,0;18,0;2,0;2,9;5,9;;;;;;;;;
2019;Pernambuco;Urbana;Municipal;91,4;100,0;--;7,3;0,0;--;1,3;0,0;--;;;;;;;;;
2019;Pernambuco;Rural;Municipal;92,0;89,8;--;7,0;2,0;--;1,0;8,2;--;;;;;;;;;
2019;Pernambuco;Urbana;Particular;97,8;95,8;98,5;2,0;3,8;1,5;0,2;0,4;0,0;;;;;;;;;
2019;Pernambuco;Rural;Particular;97,5;98,8;--;2,4;0,8;--;0,1;0,4;--;;;;;;;;;
2019;Pernambuco;Urbana;Pública;91,9;93,4;84,0;6,9;5,1;12,2;1,2;1,5;3,8;;;;;;;;;
2019;Pernambuco;Rural;Pública;91,5;90,3;77,1;7,3;6,9;17,4;1,2;2,8;5,5;;;;;;;;;
2019;Alagoas;Urbana;Federal;--;79,4;21,4;--;16,4;78,6;--;4,2;0,0;;;;;;;;;
2019;Alagoas;Urbana;Estadual;90,6;85,4;--;6,8;7,2;--;2,6;7,4;--;;;;;;;;;
2019;Alagoas;Rural;Estadual;95,8;93,6;--;3,0;3,3;--;1,2;3,1;--;;;;;;;;;
2019;Alagoas;Urbana;Municipal;93,3;--;--;4,9;--;--;1,8;--;--;;;;;;;;;
2019;Alagoas;Rural;Municipal;94,5;--;--;4,3;--;--;1,2;--;--;;;;;;;;;
2019;Alagoas;Urbana;Particular;97,9;95,3;98,7;1,8;4,1;0,0;0,3;0,6;1,3;;;;;;;;;
2019;Alagoas;Rural;Particular;93,1;96,4;--;6,3;0,0;--;0,6;3,6;--;;;;;;;;;
2019;Alagoas;Urbana;Pública;92,9;84,9;21,4;5,2;8,0;78,6;1,9;7,1;0,0;;;;;;;;;
2019;Alagoas;Rural;Pública;94,6;93,6;--;4,3;3,3;--;1,1;3,1;--;;;;;;;;;
2019;Sergipe;Urbana;Federal;94,7;86,9;--;5,3;10,0;--;0,0;3,1;--;;;;;;;;;
2019;Sergipe;Rural;Federal;--;80,5;--;--;17,8;--;--;1,7;--;;;;;;;;;
2019;Sergipe;Urbana;Estadual;80,7;78,1;--;17,2;14,3;--;2,1;7,6;--;;;;;;;;;
2019;Sergipe;Rural;Estadual;84,5;77,7;--;13,6;12,2;--;1,9;10,1;--;;;;;;;;;
2019;Sergipe;Urbana;Municipal;81,8;--;--;15,5;--;--;2,7;--;--;;;;;;;;;
2019;Sergipe;Rural;Municipal;82,2;--;--;15,1;--;--;2,7;--;--;;;;;;;;;
2019;Sergipe;Urbana;Particular;97,2;95,2;--;2,7;4,5;--;0,1;0,3;--;;;;;;;;;
2019;Sergipe;Rural;Particular;96,4;--;--;3,5;--;--;0,1;--;--;;;;;;;;;
2019;Sergipe;Urbana;Pública;81,4;78,3;--;16,1;14,2;--;2,5;7,5;--;;;;;;;;;
2019;Sergipe;Rural;Pública;82,3;78,2;--;15,0;13,1;--;2,7;8,7;--;;;;;;;;;
2019;Bahia;Urbana;Federal;98,3;87,1;91,7;1,7;10,2;0,0;0,0;2,7;8,3;;;;;;;;;
2019;Bahia;Rural;Federal;--;92,3;--;--;6,8;--;--;0,9;--;;;;;;;;;
2019;Bahia;Urbana;Estadual;78,8;77,3;--;17,7;14,9;--;3,5;7,8;--;;;;;;;;;
2019;Bahia;Rural;Estadual;76,8;79,8;--;18,9;11,8;--;4,3;8,4;--;;;;;;;;;
2019;Bahia;Urbana;Municipal;85,3;74,2;--;11,7;10,9;--;3,0;14,9;--;;;;;;;;;
2019;Bahia;Rural;Municipal;84,8;85,2;--;12,0;5,5;--;3,2;9,3;--;;;;;;;;;
2019;Bahia;Urbana;Particular;97,5;95,6;100,0;2,2;3,9;0,0;0,3;0,5;0,0;;;;;;;;;
2019;Bahia;Rural;Particular;95,3;94,7;--;4,1;3,3;--;0,6;2,0;--;;;;;;;;;
2019;Bahia;Urbana;Pública;84,5;77,6;91,7;12,4;14,7;0,0;3,1;7,7;8,3;;;;;;;;;
2019;Bahia;Rural;Pública;84,7;80,8;--;12,1;11,2;--;3,2;8,0;--;;;;;;;;;
2019;Minas Gerais;Urbana;Federal;94,8;90,3;88,3;5,1;9,1;11,5;0,1;0,6;0,2;;;;;;;;;
2019;Minas Gerais;Rural;Federal;--;92,4;--;--;7,1;--;--;0,5;--;;;;;;;;;
2019;Minas Gerais;Urbana;Estadual;91,6;82,6;--;7,3;12,0;--;1,1;5,4;--;;;;;;;;;
2019;Minas Gerais;Rural;Estadual;93,7;90,6;--;5,3;5,8;--;1,0;3,6;--;;;;;;;;;
2019;Minas Gerais;Urbana;Municipal;94,8;90,4;--;4,8;7,4;--;0,4;2,2;--;;;;;;;;;
2019;Minas Gerais;Rural;Municipal;95,8;89,6;--;3,7;6,7;--;0,5;3,7;--;;;;;;;;;
2019;Minas Gerais;Urbana;Particular;98,3;95,7;95,4;1,7;4,1;3,1;0,0;0,2;1,5;;;;;;;;;
2019;Minas Gerais;Rural;Particular;93,4;96,5;--;5,2;2,3;--;1,4;1,2;--;;;;;;;;;
2019;Minas Gerais;Urbana;Pública;93,2;82,9;88,3;6,0;11,9;11,5;0,8;5,2;0,2;;;;;;;;;
2019;Minas Gerais;Rural;Pública;95,3;91,1;--;4,0;6,2;--;0,7;2,7;--;;;;;;;;;
2019;Espírito Santo;Urbana;Federal;--;90,6;99,1;--;8,1;0,0;--;1,3;0,9;;;;;;;;;
2019;Espírito Santo;Rural;Federal;--;88,4;--;--;10,1;--;--;1,5;--;;;;;;;;;
2019;Espírito Santo;Urbana;Estadual;91,2;87,4;--;8,1;10,3;--;0,7;2,3;--;;;;;;;;;
2019;Espírito Santo;Rural;Estadual;93,4;93,4;--;6,4;5,1;--;0,2;1,5;--;;;;;;;;;
2019;Espírito Santo;Urbana;Municipal;91,4;--;--;8,0;--;--;0,6;--;--;;;;;;;;;
2019;Espírito Santo;Rural;Municipal;92,6;97,5;--;7,0;2,5;--;0,4;0,0;--;;;;;;;;;
2019;Espírito Santo;Urbana;Particular;98,8;96,7;--;1,2;3,1;--;0,0;0,2;--;;;;;;;;;
2019;Espírito Santo;Rural;Particular;95,1;93,4;--;4,0;3,7;--;0,9;2,9;--;;;;;;;;;
2019;Espírito Santo;Urbana;Pública;91,3;87,6;99,1;8,1;10,1;0,0;0,6;2,3;0,9;;;;;;;;;
2019;Espírito Santo;Rural;Pública;92,7;91,4;--;6,9;7,1;--;0,4;1,5;--;;;;;;;;;
2019;Rio de Janeiro;Urbana;Federal;94,9;86,0;86,5;4,7;12,0;11,4;0,4;2,0;2,1;;;;;;;;;
2019;Rio de Janeiro;Rural;Federal;--;83,0;--;--;14,6;--;--;2,4;--;;;;;;;;;
2019;Rio de Janeiro;Urbana;Estadual;81,1;77,8;83,6;15,6;14,7;16,4;3,3;7,5;0,0;;;;;;;;;
2019;Rio de Janeiro;Rural;Estadual;82,1;86,4;--;15,0;9,3;--;2,9;4,3;--;;;;;;;;;
2019;Rio de Janeiro;Urbana;Municipal;89,6;80,7;--;9,3;13,4;--;1,1;5,9;--;;;;;;;;;
2019;Rio de Janeiro;Rural;Municipal;86,8;--;--;12,4;--;--;0,8;--;--;;;;;;;;;
2019;Rio de Janeiro;Urbana;Particular;96,8;94,4;98,1;3,0;5,2;1,3;0,2;0,4;0,6;;;;;;;;;
2019;Rio de Janeiro;Rural;Particular;96,2;97,1;--;3,6;2,8;--;0,2;0,1;--;;;;;;;;;
2019;Rio de Janeiro;Urbana;Pública;88,6;78,2;86,5;10,0;14,5;11,4;1,4;7,3;2,1;;;;;;;;;
2019;Rio de Janeiro;Rural;Pública;86,4;86,2;--;12,6;9,6;--;1,0;4,2;--;;;;;;;;;
2019;São Paulo;Urbana;Federal;99,1;96,1;98,3;0,9;3,4;0,8;0,0;0,5;0,9;;;;;;;;;
2019;São Paulo;Urbana;Estadual;96,9;91,0;94,5;2,4;6,5;4,4;0,7;2,5;1,1;;;;;;;;;
2019;São Paulo;Rural;Estadual;98,3;95,8;98,4;1,3;3,1;1,1;0,4;1,1;0,5;;;;;;;;;
2019;São Paulo;Urbana;Municipal;97,2;94,0;--;2,5;5,0;--;0,3;1,0;--;;;;;;;;;
2019;São Paulo;Rural;Municipal;97,3;95,6;--;2,7;3,8;--;0,0;0,6;--;;;;;;;;;
2019;São Paulo;Urbana;Particular;99,0;97,8;96,7;1,0;2,2;3,3;0,0;0,0;0,0;;;;;;;;;
2019;São Paulo;Rural;Particular;97,9;95,5;--;2,1;4,2;--;0,0;0,3;--;;;;;;;;;
2019;São Paulo;Urbana;Pública;97,1;91,1;95,0;2,4;6,4;3,9;0,5;2,5;1,1;;;;;;;;;
2019;São Paulo;Rural;Pública;97,6;95,8;98,4;2,3;3,1;1,1;0,1;1,1;0,5;;;;;;;;;
2019;Paraná;Urbana;Federal;95,1;92,6;90,8;4,9;6,3;4,2;0,0;1,1;5,0;;;;;;;;;
2019;Paraná;Rural;Federal;--;96,4;--;--;3,6;--;--;0,0;--;;;;;;;;;
2019;Paraná;Urbana;Estadual;91,4;87,4;--;7,6;8,9;--;1,0;3,7;--;;;;;;;;;
2019;Paraná;Rural;Estadual;94,3;92,6;--;5,0;5,2;--;0,7;2,2;--;;;;;;;;;
2019;Paraná;Urbana;Municipal;95,9;--;--;4,0;--;--;0,1;--;--;;;;;;;;;
2019;Paraná;Rural;Municipal;94,8;--;--;5,1;--;--;0,1;--;--;;;;;;;;;
2019;Paraná;Urbana;Particular;98,5;97,2;--;1,5;2,7;--;0,0;0,1;--;;;;;;;;;
2019;Paraná;Rural;Particular;98,8;96,3;--;1,2;3,3;--;0,0;0,4;--;;;;;;;;;
2019;Paraná;Urbana;Pública;93,8;87,5;90,8;5,7;8,9;4,2;0,5;3,6;5,0;;;;;;;;;
2019;Paraná;Rural;Pública;94,6;92,6;--;5,1;5,1;--;0,3;2,3;--;;;;;;;;;
2019;Santa Catarina;Urbana;Federal;91,8;91,8;90,4;8,0;6,8;6,0;0,2;1,4;3,6;;;;;;;;;
2019;Santa Catarina;Rural;Federal;--;91,7;--;--;8,1;--;--;0,2;--;;;;;;;;;
2019;Santa Catarina;Urbana;Estadual;88,1;79,1;--;11,4;14,9;--;0,5;6,0;--;;;;;;;;;
2019;Santa Catarina;Rural;Estadual;90,0;85,1;--;9,5;10,1;--;0,5;4,8;--;;;;;;;;;
2019;Santa Catarina;Urbana;Municipal;94,8;96,6;--;4,8;3,4;--;0,4;0,0;--;;;;;;;;;
2019;Santa Catarina;Rural;Municipal;95,8;93,8;--;3,9;1,8;--;0,3;4,4;--;;;;;;;;;
2019;Santa Catarina;Urbana;Particular;98,9;96,5;--;1,1;3,2;--;0,0;0,3;--;;;;;;;;;
2019;Santa Catarina;Rural;Particular;96,6;96,6;--;3,4;3,4;--;0,0;0,0;--;;;;;;;;;
2019;Santa Catarina;Urbana;Pública;92,1;79,8;90,4;7,4;14,4;6,0;0,5;5,8;3,6;;;;;;;;;
2019;Santa Catarina;Rural;Pública;94,1;86,3;--;5,6;9,7;--;0,3;4,0;--;;;;;;;;;
2019;Rio Grande do Sul;Urbana;Federal;96,6;84,2;88,2;3,4;14,2;11,1;0,0;1,6;0,7;;;;;;;;;
2019;Rio Grande do Sul;Rural;Federal;--;89,0;--;--;9,7;--;--;1,3;--;;;;;;;;;
2019;Rio Grande do Sul;Urbana;Estadual;86,7;76,4;83,3;12,1;17,3;3,5;1,2;6,3;13,2;;;;;;;;;
2019;Rio Grande do Sul;Rural;Estadual;89,1;79,4;--;9,3;14,6;--;1,6;6,0;--;;;;;;;;;
2019;Rio Grande do Sul;Urbana;Municipal;89,2;72,2;49,7;9,8;18,3;14,6;1,0;9,5;35,7;;;;;;;;;
2019;Rio Grande do Sul;Rural;Municipal;90,8;85,9;--;8,3;6,2;--;0,9;7,9;--;;;;;;;;;
2019;Rio Grande do Sul;Urbana;Particular;98,1;95,9;76,7;1,9;3,8;1,8;0,0;0,3;21,5;;;;;;;;;
2019;Rio Grande do Sul;Rural;Particular;96,2;94,4;--;3,8;2,2;--;0,0;3,4;--;;;;;;;;;
2019;Rio Grande do Sul;Urbana;Pública;88,1;76,7;82,0;10,8;17,2;8,6;1,1;6,1;9,4;;;;;;;;;
2019;Rio Grande do Sul;Rural;Pública;90,3;81,9;--;8,6;13,2;--;1,1;4,9;--;;;;;;;;;
2019;Mato Grosso do Sul;Urbana;Federal;95,4;93,0;92,5;4,6;3,9;3,8;0,0;3,1;3,7;;;;;;;;;
2019;Mato Grosso do Sul;Rural;Federal;--;92,2;87,6;--;5,3;9,0;--;2,5;3,4;;;;;;;;;
2019;Mato Grosso do Sul;Urbana;Estadual;89,5;81,3;75,4;8,3;12,3;17,5;2,2;6,4;7,1;;;;;;;;;
2019;Mato Grosso do Sul;Rural;Estadual;87,9;78,2;88,2;8,9;9,0;5,9;3,2;12,8;5,9;;;;;;;;;
2019;Mato Grosso do Sul;Urbana;Municipal;90,3;--;--;9,1;--;--;0,6;--;--;;;;;;;;;
2019;Mato Grosso do Sul;Rural;Municipal;85,8;95,5;--;11,9;4,5;--;2,3;0,0;--;;;;;;;;;
2019;Mato Grosso do Sul;Urbana;Particular;98,5;96,7;--;1,5;3,3;--;0,0;0,0;--;;;;;;;;;
2019;Mato Grosso do Sul;Rural;Particular;99,1;93,2;--;0,9;5,5;--;0,0;1,3;--;;;;;;;;;
2019;Mato Grosso do Sul;Urbana;Pública;90,0;81,8;84,5;8,8;11,9;10,2;1,2;6,3;5,3;;;;;;;;;
2019;Mato Grosso do Sul;Rural;Pública;86,2;80,0;87,8;11,3;8,5;8,0;2,5;11,5;4,2;;;;;;;;;
2019;Mato Grosso;Urbana;Federal;--;91,8;--;--;7,6;--;--;0,6;--;;;;;;;;;
2019;Mato Grosso;Rural;Federal;--;89,4;--;--;10,1;--;--;0,5;--;;;;;;;;;
2019;Mato Grosso;Urbana;Estadual;93,1;69,4;69,0;5,8;19,3;17,8;1,1;11,3;13,2;;;;;;;;;
2019;Mato Grosso;Rural;Estadual;94,9;74,6;74,1;3,6;16,5;15,9;1,5;8,9;10,0;;;;;;;;;
2019;Mato Grosso;Urbana;Municipal;97,3;--;--;2,5;--;--;0,2;--;--;;;;;;;;;
2019;Mato Grosso;Rural;Municipal;96,4;79,7;--;2,9;20,3;--;0,7;0,0;--;;;;;;;;;
2019;Mato Grosso;Urbana;Particular;98,6;97,1;--;1,3;2,8;--;0,1;0,1;--;;;;;;;;;
2019;Mato Grosso;Rural;Particular;97,9;100,0;--;2,1;0,0;--;0,0;0,0;--;;;;;;;;;
2019;Mato Grosso;Urbana;Pública;95,2;70,6;69,0;4,2;18,7;17,8;0,6;10,7;13,2;;;;;;;;;
2019;Mato Grosso;Rural;Pública;95,8;76,1;74,1;3,1;15,9;15,9;1,1;8,0;10,0;;;;;;;;;
2019;Goiás;Urbana;Federal;96,9;89,6;--;3,1;9,6;--;0,0;0,8;--;;;;;;;;;
2019;Goiás;Rural;Federal;--;90,5;--;--;8,9;--;--;0,6;--;;;;;;;;;
2019;Goiás;Urbana;Estadual;95,7;92,4;100,0;3,4;5,4;0,0;0,9;2,2;0,0;;;;;;;;;
2019;Goiás;Rural;Estadual;95,5;93,7;--;3,3;3,9;--;1,2;2,4;--;;;;;;;;;
2019;Goiás;Urbana;Municipal;95,5;90,4;--;3,9;4,7;--;0,6;4,9;--;;;;;;;;;
2019;Goiás;Rural;Municipal;94,3;90,3;--;5,1;2,2;--;0,6;7,5;--;;;;;;;;;
2019;Goiás;Urbana;Particular;98,8;96,6;96,6;1,1;3,0;1,1;0,1;0,4;2,3;;;;;;;;;
2019;Goiás;Rural;Particular;95,9;97,2;--;4,1;2,2;--;0,0;0,6;--;;;;;;;;;
2019;Goiás;Urbana;Pública;95,6;92,3;100,0;3,7;5,5;0,0;0,7;2,2;0,0;;;;;;;;;
2019;Goiás;Rural;Pública;94,5;92,4;--;4,8;5,8;--;0,7;1,8;--;;;;;;;;;
2019;Distrito Federal;Urbana;Federal;96,3;89,4;--;3,7;9,7;--;0,0;0,9;--;;;;;;;;;
2019;Distrito Federal;Rural;Federal;--;77,5;--;--;21,1;--;--;1,4;--;;;;;;;;;
2019;Distrito Federal;Urbana;Estadual;92,2;82,7;--;6,8;12,3;--;1,0;5,0;--;;;;;;;;;
2019;Distrito Federal;Rural;Estadual;92,8;88,3;--;6,5;8,5;--;0,7;3,2;--;;;;;;;;;
2019;Distrito Federal;Urbana;Particular;98,8;96,3;95,7;1,2;3,6;4,3;0,0;0,1;0,0;;;;;;;;;
2019;Distrito Federal;Rural;Particular;97,6;98,1;--;2,4;1,9;--;0,0;0,0;--;;;;;;;;;
2019;Distrito Federal;Urbana;Pública;92,2;83,0;--;6,7;12,2;--;1,1;4,8;--;;;;;;;;;
2019;Distrito Federal;Rural;Pública;92,8;85,8;--;6,5;11,4;--;0,7;2,8;--;;;;;;;;;
