Ano;Unidade Geográfica;Localização;Dependência Administrativa;Total Aprovação no Ens. Fundamental;Total Aprovação Médio;Total  Aprovação Médio Não-Seriado;Total Reprovação no Ens. Fundamental;Total Reprovação no Ens. Médio;Total  Reprovação Médio Não-Seriado;Total Abandono no Ens. Fundamental;Total Abandono Médio;Total  Abandono Médio Não-Seriado;;;;;;;;;
2016;Maranhão;Rural;Estadual;75,1;81,0;75,0;13,3;8,7;25,0;11,6;10,3;0,0;;;;;;;;;
2016;Piauí;Urbana;Pública;84,4;79,6;31,0;12,8;9,4;0,0;2,8;11,0;69,0;;;;;;;;;
2016;Piauí;Rural;Pública;84,1;75,5;--;12,7;6,9;--;3,2;17,6;--;;;;;;;;;
2016;Piauí;Urbana;Particular;96,3;94,1;--;3,6;5,6;--;0,1;0,3;--;;;;;;;;;
2016;Piauí;Rural;Particular;91,0;96,9;--;7,7;3,1;--;1,3;0,0;--;;;;;;;;;
2016;Piauí;Urbana;Municipal;84,9;70,2;--;12,7;13,7;--;2,4;16,1;--;;;;;;;;;
2016;Piauí;Rural;Municipal;84,2;--;--;12,7;--;--;3,1;--;--;;;;;;;;;
2016;Piauí;Urbana;Federal;--;76,6;--;--;18,0;--;--;5,4;--;;;;;;;;;
2016;Piauí;Rural;Federal;--;79,1;--;--;17,8;--;--;3,1;--;;;;;;;;;
2016;Piauí;Urbana;Estadual;81,7;79,7;31,0;13,2;9,2;0,0;5,1;11,1;69,0;;;;;;;;;
2016;Piauí;Rural;Estadual;74,7;75,3;--;9,8;6,3;--;15,5;18,4;--;;;;;;;;;
2016;Ceará;Urbana;Pública;91,4;83,3;76,6;6,6;7,0;16,4;2,0;9,7;7,0;;;;;;;;;
2016;Ceará;Rural;Pública;93,8;85,5;71,4;5,0;6,7;26,0;1,2;7,8;2,6;;;;;;;;;
2016;Ceará;Urbana;Particular;97,3;95,2;100,0;2,4;4,5;0,0;0,3;0,3;0,0;;;;;;;;;
2016;Ceará;Rural;Particular;98,6;97,5;--;1,3;0,0;--;0,1;2,5;--;;;;;;;;;
2016;Ceará;Urbana;Municipal;91,8;--;--;6,5;--;--;1,7;--;--;;;;;;;;;
2016;Ceará;Rural;Municipal;93,9;--;--;5,0;--;--;1,1;--;--;;;;;;;;;
2016;Ceará;Urbana;Federal;94,3;76,8;76,6;5,7;17,6;16,4;0,0;5,6;7,0;;;;;;;;;
2016;Ceará;Rural;Federal;--;82,6;71,4;--;16,8;26,0;--;0,6;2,6;;;;;;;;;
2016;Ceará;Urbana;Estadual;83,2;83,4;--;10,2;6,9;--;6,6;9,7;--;;;;;;;;;
2016;Ceará;Rural;Estadual;87,9;85,5;--;8,7;6,5;--;3,4;8,0;--;;;;;;;;;
2016;Rio Grande do Norte;Urbana;Pública;79,7;71,3;100,0;16,3;18,9;0,0;4,0;9,8;0,0;;;;;;;;;
2016;Rio Grande do Norte;Rural;Pública;82,2;84,7;--;13,9;7,6;--;3,9;7,7;--;;;;;;;;;
2016;Rio Grande do Norte;Urbana;Particular;96,5;93,5;--;3,1;5,9;--;0,4;0,6;--;;;;;;;;;
2016;Rio Grande do Norte;Rural;Particular;96,1;100,0;--;3,4;0,0;--;0,5;0,0;--;;;;;;;;;
2016;Rio Grande do Norte;Urbana;Municipal;81,2;--;--;14,8;--;--;4,0;--;--;;;;;;;;;
2016;Rio Grande do Norte;Rural;Municipal;82,4;--;--;13,8;--;--;3,8;--;--;;;;;;;;;
2016;Rio Grande do Norte;Urbana;Federal;99,3;86,1;--;0,7;12,3;--;0,0;1,6;--;;;;;;;;;
2016;Rio Grande do Norte;Rural;Federal;--;93,3;--;--;4,9;--;--;1,8;--;;;;;;;;;
2016;Rio Grande do Norte;Urbana;Estadual;76,7;69,8;100,0;19,2;19,6;0,0;4,1;10,6;0,0;;;;;;;;;
2016;Rio Grande do Norte;Rural;Estadual;79,4;80,3;--;15,2;9,0;--;5,4;10,7;--;;;;;;;;;
2016;Paraíba;Urbana;Pública;80,9;74,9;34,5;13,3;10,8;41,4;5,8;14,3;24,1;;;;;;;;;
2016;Paraíba;Rural;Pública;84,2;77,4;--;11,8;7,4;--;4,0;15,2;--;;;;;;;;;
2016;Paraíba;Urbana;Particular;97,0;94,8;97,6;2,6;4,4;2,4;0,4;0,8;0,0;;;;;;;;;
2016;Paraíba;Rural;Particular;95,6;--;--;3,5;--;--;0,9;--;--;;;;;;;;;
2016;Paraíba;Urbana;Municipal;82,2;79,2;34,5;13,1;12,3;41,4;4,7;8,5;24,1;;;;;;;;;
2016;Paraíba;Rural;Municipal;84,7;--;--;11,7;--;--;3,6;--;--;;;;;;;;;
2016;Paraíba;Urbana;Federal;97,7;87,2;--;2,3;12,1;--;0,0;0,7;--;;;;;;;;;
2016;Paraíba;Rural;Federal;--;0,0;--;--;0,0;--;--;100,0;--;;;;;;;;;
2016;Paraíba;Urbana;Estadual;77,9;74,4;--;13,6;10,7;--;8,5;14,9;--;;;;;;;;;
2016;Paraíba;Rural;Estadual;79,4;77,4;--;12,5;7,4;--;8,1;15,2;--;;;;;;;;;
2016;Pernambuco;Urbana;Pública;85,5;90,9;84,6;11,8;7,5;9,2;2,7;1,6;6,2;;;;;;;;;
2016;Pernambuco;Rural;Pública;86,4;87,3;86,0;11,2;8,0;8,0;2,4;4,7;6,0;;;;;;;;;
2016;Pernambuco;Urbana;Particular;96,8;94,9;95,3;2,9;4,5;4,5;0,3;0,6;0,2;;;;;;;;;
2016;Pernambuco;Rural;Particular;91,7;95,6;--;8,1;4,4;--;0,2;0,0;--;;;;;;;;;
2016;Pernambuco;Urbana;Municipal;84,4;75,7;--;12,6;5,8;--;3,0;18,5;--;;;;;;;;;
2016;Pernambuco;Rural;Municipal;86,7;78,5;25,0;11,0;5,4;27,8;2,3;16,1;47,2;;;;;;;;;
2016;Pernambuco;Urbana;Federal;98,1;75,1;78,6;1,9;20,8;15,9;0,0;4,1;5,5;;;;;;;;;
2016;Pernambuco;Rural;Federal;--;81,3;86,3;--;16,6;13,7;--;2,1;0,0;;;;;;;;;
2016;Pernambuco;Urbana;Estadual;90,2;91,1;85,1;9,0;7,4;8,6;0,8;1,5;6,3;;;;;;;;;
2016;Pernambuco;Rural;Estadual;83,8;87,8;91,1;13,4;7,5;4,4;2,8;4,7;4,5;;;;;;;;;
2016;Alagoas;Urbana;Pública;80,1;73,7;50,0;13,8;11,3;50,0;6,1;15,0;0,0;;;;;;;;;
2016;Alagoas;Rural;Pública;84,0;76,9;--;12,2;7,5;--;3,8;15,6;--;;;;;;;;;
2016;Alagoas;Urbana;Particular;96,8;94,1;--;2,8;5,2;--;0,4;0,7;--;;;;;;;;;
2016;Alagoas;Rural;Particular;96,1;--;--;3,6;--;--;0,3;--;--;;;;;;;;;
2016;Alagoas;Urbana;Municipal;81,1;--;--;13,6;--;--;5,3;--;--;;;;;;;;;
2016;Alagoas;Rural;Municipal;84,1;--;--;12,3;--;--;3,6;--;--;;;;;;;;;
2016;Alagoas;Urbana;Federal;--;74,1;--;--;18,9;--;--;7,0;--;;;;;;;;;
2016;Alagoas;Urbana;Estadual;75,3;73,6;50,0;14,8;11,0;50,0;9,9;15,4;0,0;;;;;;;;;
2016;Alagoas;Rural;Estadual;80,4;76,9;--;11,7;7,5;--;7,9;15,6;--;;;;;;;;;
2016;Sergipe;Urbana;Pública;72,9;69,0;--;21,7;16,8;--;5,4;14,2;--;;;;;;;;;
2016;Sergipe;Rural;Pública;77,5;72,1;--;18,4;11,9;--;4,1;16,0;--;;;;;;;;;
2016;Sergipe;Urbana;Particular;96,3;92,8;95,2;3,5;6,4;3,2;0,2;0,8;1,6;;;;;;;;;
2016;Sergipe;Rural;Particular;97,8;--;--;2,1;--;--;0,1;--;--;;;;;;;;;
2016;Sergipe;Urbana;Municipal;74,7;--;--;20,4;--;--;4,9;--;--;;;;;;;;;
2016;Sergipe;Rural;Municipal;77,5;--;--;18,3;--;--;4,2;--;--;;;;;;;;;
2016;Sergipe;Urbana;Federal;--;90,0;--;--;4,1;--;--;5,9;--;;;;;;;;;
2016;Sergipe;Rural;Federal;--;0,0;--;--;0,0;--;--;100,0;--;;;;;;;;;
2016;Sergipe;Urbana;Estadual;70,3;68,9;--;23,6;16,9;--;6,1;14,2;--;;;;;;;;;
2016;Sergipe;Rural;Estadual;75,7;72,3;--;20,4;11,9;--;3,9;15,8;--;;;;;;;;;
2016;Bahia;Urbana;Pública;78,7;72,9;100,0;16,5;19,0;0,0;4,8;8,1;0,0;;;;;;;;;
2016;Bahia;Rural;Pública;80,9;79,1;--;14,5;12,5;--;4,6;8,4;--;;;;;;;;;
2016;Bahia;Urbana;Particular;96,6;94,0;95,8;3,1;5,6;3,4;0,3;0,4;0,8;;;;;;;;;
2016;Bahia;Rural;Particular;94,4;91,4;--;4,2;5,4;--;1,4;3,2;--;;;;;;;;;
2016;Bahia;Urbana;Municipal;80,6;77,1;--;14,6;9,2;--;4,8;13,7;--;;;;;;;;;
2016;Bahia;Rural;Municipal;81,1;81,7;--;14,4;7,7;--;4,5;10,6;--;;;;;;;;;
2016;Bahia;Urbana;Federal;93,7;85,7;100,0;6,3;10,2;0,0;0,0;4,1;0,0;;;;;;;;;
2016;Bahia;Rural;Federal;--;90,8;--;--;8,0;--;--;1,2;--;;;;;;;;;
2016;Bahia;Urbana;Estadual;68,7;72,7;--;26,4;19,2;--;4,9;8,1;--;;;;;;;;;
2016;Bahia;Rural;Estadual;71,7;78,6;--;21,1;13,2;--;7,2;8,2;--;;;;;;;;;
2016;Minas Gerais;Urbana;Pública;91,6;79,4;83,4;7,0;13,5;15,4;1,4;7,1;1,2;;;;;;;;;
2016;Minas Gerais;Rural;Pública;94,9;88,4;84,6;4,2;7,1;13,5;0,9;4,5;1,9;;;;;;;;;
2016;Minas Gerais;Urbana;Particular;97,7;94,3;94,0;2,3;5,4;6,0;0,0;0,3;0,0;;;;;;;;;
2016;Minas Gerais;Rural;Particular;92,3;94,1;--;6,1;3,0;--;1,6;2,9;--;;;;;;;;;
2016;Minas Gerais;Urbana;Municipal;94,0;86,4;82,0;5,3;10,5;17,5;0,7;3,1;0,5;;;;;;;;;
2016;Minas Gerais;Rural;Municipal;95,4;87,3;--;3,9;6,7;--;0,7;6,0;--;;;;;;;;;
2016;Minas Gerais;Urbana;Federal;95,7;89,3;84,8;4,3;10,2;15,2;0,0;0,5;0,0;;;;;;;;;
2016;Minas Gerais;Rural;Federal;--;85,5;--;--;13,3;--;--;1,2;--;;;;;;;;;
2016;Minas Gerais;Urbana;Estadual;89,5;79,2;83,3;8,5;13,6;8,7;2,0;7,2;8,0;;;;;;;;;
2016;Minas Gerais;Rural;Estadual;93,0;89,3;84,6;5,1;5,4;13,5;1,9;5,3;1,9;;;;;;;;;
2016;Espírito Santo;Urbana;Pública;86,6;78,8;98,8;12,3;16,8;1,2;1,1;4,4;0,0;;;;;;;;;
2016;Espírito Santo;Rural;Pública;89,9;86,4;100,0;9,3;11,0;0,0;0,8;2,6;0,0;;;;;;;;;
2016;Espírito Santo;Urbana;Particular;98,0;94,7;83,3;2,0;5,2;0,0;0,0;0,1;16,7;;;;;;;;;
2016;Espírito Santo;Rural;Particular;91,3;93,4;--;7,7;3,4;--;1,0;3,2;--;;;;;;;;;
2016;Espírito Santo;Urbana;Municipal;87,6;--;--;11,6;--;--;0,8;--;--;;;;;;;;;
2016;Espírito Santo;Rural;Municipal;89,7;98,8;--;9,5;0,0;--;0,8;1,2;--;;;;;;;;;
2016;Espírito Santo;Urbana;Federal;--;87,4;98,8;--;11,0;1,2;--;1,6;0,0;;;;;;;;;
2016;Espírito Santo;Rural;Federal;--;83,0;100,0;--;15,6;0,0;--;1,4;0,0;;;;;;;;;
2016;Espírito Santo;Urbana;Estadual;83,9;78,3;100,0;14,5;17,1;0,0;1,6;4,6;0,0;;;;;;;;;
2016;Espírito Santo;Rural;Estadual;90,8;87,9;--;8,2;8,9;--;1,0;3,2;--;;;;;;;;;
2016;Rio de Janeiro;Urbana;Pública;84,9;74,2;86,0;12,9;17,1;8,5;2,2;8,7;5,5;;;;;;;;;
2016;Rio de Janeiro;Rural;Pública;83,7;82,1;--;14,8;12,1;--;1,5;5,8;--;;;;;;;;;
2016;Rio de Janeiro;Urbana;Particular;95,4;92,2;94,1;4,3;7,2;3,2;0,3;0,6;2,7;;;;;;;;;
2016;Rio de Janeiro;Rural;Particular;95,5;90,5;--;4,4;9,5;--;0,1;0,0;--;;;;;;;;;
2016;Rio de Janeiro;Urbana;Municipal;86,2;81,0;89,9;11,9;13,6;0,0;1,9;5,4;10,1;;;;;;;;;
2016;Rio de Janeiro;Rural;Municipal;84,4;--;--;14,4;--;--;1,2;--;--;;;;;;;;;
2016;Rio de Janeiro;Urbana;Federal;93,0;86,8;85,8;6,8;11,0;9,0;0,2;2,2;5,2;;;;;;;;;
2016;Rio de Janeiro;Rural;Federal;--;73,3;--;--;24,2;--;--;2,5;--;;;;;;;;;
2016;Rio de Janeiro;Urbana;Estadual;76,0;73,7;91,5;19,8;17,4;6,4;4,2;8,9;2,1;;;;;;;;;
2016;Rio de Janeiro;Rural;Estadual;75,8;82,3;--;20,1;11,8;--;4,1;5,9;--;;;;;;;;;
2016;São Paulo;Urbana;Pública;95,0;84,6;91,9;4,2;11,0;6,8;0,8;4,4;1,3;;;;;;;;;
2016;São Paulo;Rural;Pública;96,2;93,5;86,6;3,5;4,6;13,2;0,3;1,9;0,2;;;;;;;;;
2016;São Paulo;Urbana;Particular;98,3;96,5;97,6;1,7;3,5;2,2;0,0;0,0;0,2;;;;;;;;;
2016;São Paulo;Rural;Particular;97,2;95,2;--;2,8;4,8;--;0,0;0,0;--;;;;;;;;;
2016;São Paulo;Urbana;Municipal;95,7;90,6;--;3,8;7,9;--;0,5;1,5;--;;;;;;;;;
2016;São Paulo;Rural;Municipal;96,0;92,5;--;3,8;3,2;--;0,2;4,3;--;;;;;;;;;
2016;São Paulo;Urbana;Federal;99,6;88,0;--;0,4;11,6;--;0,0;0,4;--;;;;;;;;;
2016;São Paulo;Urbana;Estadual;94,1;84,5;91,9;4,5;11,0;6,8;1,4;4,5;1,3;;;;;;;;;
2016;São Paulo;Rural;Estadual;96,6;93,5;86,6;2,8;4,6;13,2;0,6;1,9;0,2;;;;;;;;;
2016;Paraná;Urbana;Pública;89,7;78,5;92,4;9,2;14,3;0,0;1,1;7,2;7,6;;;;;;;;;
2016;Paraná;Rural;Pública;91,6;85,0;--;7,4;9,1;--;1,0;5,9;--;;;;;;;;;
2016;Paraná;Urbana;Particular;98,1;96,7;96,9;1,9;3,1;3,1;0,0;0,2;0,0;;;;;;;;;
2016;Paraná;Rural;Particular;94,7;96,3;--;5,3;3,7;--;0,0;0,0;--;;;;;;;;;
2016;Paraná;Urbana;Municipal;94,2;--;--;5,7;--;--;0,1;--;--;;;;;;;;;
2016;Paraná;Rural;Municipal;93,4;--;--;6,4;--;--;0,2;--;--;;;;;;;;;
2016;Paraná;Urbana;Federal;96,7;89,9;92,4;3,3;7,4;0,0;0,0;2,7;7,6;;;;;;;;;
2016;Paraná;Rural;Federal;--;93,2;--;--;2,8;--;--;4,0;--;;;;;;;;;
2016;Paraná;Urbana;Estadual;84,2;78,4;--;13,5;14,5;--;2,3;7,1;--;;;;;;;;;
2016;Paraná;Rural;Estadual;89,0;84,9;--;8,9;9,1;--;2,1;6,0;--;;;;;;;;;
2016;Santa Catarina;Urbana;Pública;91,9;79,2;96,1;7,6;13,8;3,1;0,5;7,0;0,8;;;;;;;;;
2016;Santa Catarina;Rural;Pública;94,0;87,9;--;5,6;7,5;--;0,4;4,6;--;;;;;;;;;
2016;Santa Catarina;Urbana;Particular;98,6;96,0;99,0;1,4;3,7;1,0;0,0;0,3;0,0;;;;;;;;;
2016;Santa Catarina;Rural;Particular;98,2;97,2;--;1,8;2,8;--;0,0;0,0;--;;;;;;;;;
2016;Santa Catarina;Urbana;Municipal;93,7;90,3;--;5,9;6,3;--;0,4;3,4;--;;;;;;;;;
2016;Santa Catarina;Rural;Municipal;95,1;90,3;--;4,6;3,8;--;0,3;5,9;--;;;;;;;;;
2016;Santa Catarina;Urbana;Federal;96,0;89,1;96,1;4,0;8,7;3,1;0,0;2,2;0,8;;;;;;;;;
2016;Santa Catarina;Rural;Federal;--;88,1;--;--;11,3;--;--;0,6;--;;;;;;;;;
2016;Santa Catarina;Urbana;Estadual;89,2;78,8;--;10,1;14,1;--;0,7;7,1;--;;;;;;;;;
2016;Santa Catarina;Rural;Estadual;91,4;87,7;--;7,7;7,2;--;0,9;5,1;--;;;;;;;;;
2016;Rio Grande do Sul;Urbana;Pública;86,1;71,6;86,7;12,8;21,1;11,7;1,1;7,3;1,6;;;;;;;;;
2016;Rio Grande do Sul;Rural;Pública;89,0;79,6;90,2;9,8;14,6;4,7;1,2;5,8;5,1;;;;;;;;;
2016;Rio Grande do Sul;Urbana;Particular;97,6;93,8;87,2;2,4;5,7;1,0;0,0;0,5;11,8;;;;;;;;;
2016;Rio Grande do Sul;Rural;Particular;90,5;92,9;--;9,1;4,9;--;0,4;2,2;--;;;;;;;;;
2016;Rio Grande do Sul;Urbana;Municipal;87,6;69,0;91,8;11,3;19,3;4,1;1,1;11,7;4,1;;;;;;;;;
2016;Rio Grande do Sul;Rural;Municipal;89,6;83,0;--;9,4;10,6;--;1,0;6,4;--;;;;;;;;;
2016;Rio Grande do Sul;Urbana;Federal;96,3;86,5;90,1;3,6;11,8;8,6;0,1;1,7;1,3;;;;;;;;;
2016;Rio Grande do Sul;Rural;Federal;--;87,0;100,0;--;11,2;0,0;--;1,8;0,0;;;;;;;;;
2016;Rio Grande do Sul;Urbana;Estadual;84,3;71,1;83,5;14,7;21,4;15,0;1,0;7,5;1,5;;;;;;;;;
2016;Rio Grande do Sul;Rural;Estadual;87,8;77,5;86,8;10,7;15,7;6,3;1,5;6,8;6,9;;;;;;;;;
2016;Mato Grosso do Sul;Urbana;Pública;86,3;76,2;87,4;12,0;14,8;8,4;1,7;9,0;4,2;;;;;;;;;
2016;Mato Grosso do Sul;Rural;Pública;82,5;78,9;87,5;14,7;12,3;5,1;2,8;8,8;7,4;;;;;;;;;
2016;Mato Grosso do Sul;Urbana;Particular;97,9;95,9;100,0;2,1;4,0;0,0;0,0;0,1;0,0;;;;;;;;;
2016;Mato Grosso do Sul;Rural;Particular;96,2;91,1;--;3,8;8,0;--;0,0;0,9;--;;;;;;;;;
2016;Mato Grosso do Sul;Urbana;Municipal;87,6;--;--;11,6;--;--;0,8;--;--;;;;;;;;;
2016;Mato Grosso do Sul;Rural;Municipal;82,0;88,6;--;15,3;9,5;--;2,7;1,9;--;;;;;;;;;
2016;Mato Grosso do Sul;Urbana;Federal;93,0;91,2;92,1;7,0;6,3;4,6;0,0;2,5;3,3;;;;;;;;;
2016;Mato Grosso do Sul;Rural;Federal;--;87,5;87,5;--;5,1;5,1;--;7,4;7,4;;;;;;;;;
2016;Mato Grosso do Sul;Urbana;Estadual;84,4;75,8;79,3;12,7;15,0;14,8;2,9;9,2;5,9;;;;;;;;;
2016;Mato Grosso do Sul;Rural;Estadual;84,8;77,8;--;12,1;13,2;--;3,1;9,0;--;;;;;;;;;
2016;Mato Grosso;Urbana;Pública;94,4;66,1;67,8;5,1;22,2;19,6;0,5;11,7;12,6;;;;;;;;;
2016;Mato Grosso;Rural;Pública;96,1;75,1;71,7;2,4;15,6;15,1;1,5;9,3;13,2;;;;;;;;;
2016;Mato Grosso;Urbana;Particular;98,1;95,3;100,0;1,9;4,3;0,0;0,0;0,4;0,0;;;;;;;;;
2016;Mato Grosso;Rural;Particular;98,3;97,1;--;1,7;2,9;--;0,0;0,0;--;;;;;;;;;
2016;Mato Grosso;Urbana;Municipal;96,0;--;--;3,6;--;--;0,4;--;--;;;;;;;;;
2016;Mato Grosso;Rural;Municipal;95,5;88,7;--;3,1;11,3;--;1,4;0,0;--;;;;;;;;;
2016;Mato Grosso;Urbana;Federal;--;88,0;--;--;11,3;--;--;0,7;--;;;;;;;;;
2016;Mato Grosso;Rural;Federal;--;82,2;--;--;15,9;--;--;1,9;--;;;;;;;;;
2016;Mato Grosso;Urbana;Estadual;92,8;65,4;67,8;6,4;22,6;19,6;0,8;12,0;12,6;;;;;;;;;
2016;Mato Grosso;Rural;Estadual;97,3;74,6;71,7;1,1;15,6;15,1;1,6;9,8;13,2;;;;;;;;;
2016;Goiás;Urbana;Pública;92,6;85,0;--;6,0;8,8;--;1,4;6,2;--;;;;;;;;;
2016;Goiás;Rural;Pública;91,9;88,5;--;6,6;7,9;--;1,5;3,6;--;;;;;;;;;
2016;Goiás;Urbana;Particular;98,1;96,0;89,3;1,7;3,6;3,3;0,2;0,4;7,4;;;;;;;;;
2016;Goiás;Rural;Particular;96,5;96,6;--;2,7;2,5;--;0,8;0,9;--;;;;;;;;;
2016;Goiás;Urbana;Municipal;93,4;85,5;--;5,7;7,9;--;0,9;6,6;--;;;;;;;;;
2016;Goiás;Rural;Municipal;91,9;82,4;--;6,7;8,2;--;1,4;9,4;--;;;;;;;;;
2016;Goiás;Urbana;Federal;94,0;86,5;--;5,8;12,7;--;0,2;0,8;--;;;;;;;;;
2016;Goiás;Rural;Federal;--;85,3;--;--;13,0;--;--;1,7;--;;;;;;;;;
2016;Goiás;Urbana;Estadual;91,1;84,9;--;6,6;8,7;--;2,3;6,4;--;;;;;;;;;
2016;Goiás;Rural;Estadual;92,0;90,2;--;6,1;5,3;--;1,9;4,5;--;;;;;;;;;
2016;Distrito Federal;Urbana;Pública;87,4;78,6;82,6;11,1;16,6;17,4;1,5;4,8;0,0;;;;;;;;;
2016;Distrito Federal;Rural;Pública;86,9;81,3;--;11,9;13,9;--;1,2;4,8;--;;;;;;;;;
2016;Distrito Federal;Urbana;Particular;98,2;95,4;--;1,8;4,5;--;0,0;0,1;--;;;;;;;;;
2016;Distrito Federal;Rural;Particular;98,9;99,6;--;1,1;0,4;--;0,0;0,0;--;;;;;;;;;
2016;Distrito Federal;Urbana;Federal;98,6;87,8;--;1,2;11,0;--;0,2;1,2;--;;;;;;;;;
2016;Distrito Federal;Rural;Federal;--;69,4;--;--;25,9;--;--;4,7;--;;;;;;;;;
2016;Distrito Federal;Urbana;Estadual;87,3;78,4;82,6;11,1;16,7;17,4;1,6;4,9;0,0;;;;;;;;;
2016;Distrito Federal;Rural;Estadual;86,9;82,8;--;11,9;12,4;--;1,2;4,8;--;;;;;;;;;
2017;Brasil;Urbana;Federal;94,4;85,9;86,8;5,5;11,8;9,8;0,1;2,3;3,4;;;;;;;;;
2017;Brasil;Rural;Federal;97,3;87,1;86,9;1,8;10,7;10,1;0,9;2,2;3,0;;;;;;;;;
2017;Brasil;Urbana;Estadual;89,5;81,1;82,6;8,6;12,0;8,6;1,9;6,9;8,8;;;;;;;;;
2017;Brasil;Rural;Estadual;87,9;83,7;78,6;9,0;8,3;12,0;3,1;8,0;9,4;;;;;;;;;
2017;Brasil;Urbana;Municipal;90,4;86,6;81,3;7,9;9,4;8,3;1,7;4,0;10,4;;;;;;;;;
2017;Brasil;Rural;Municipal;87,2;82,2;76,9;9,9;7,8;0,0;2,9;10,0;23,1;;;;;;;;;
2017;Brasil;Urbana;Particular;97,8;95,7;94,8;2,1;4,0;2,7;0,1;0,3;2,5;;;;;;;;;
2017;Brasil;Rural;Particular;95,6;92,8;73,3;4,0;4,2;1,3;0,4;3,0;25,4;;;;;;;;;
2017;Brasil;Urbana;Pública;90,1;81,2;84,2;8,1;11,9;9,1;1,8;6,9;6,7;;;;;;;;;
2017;Brasil;Rural;Pública;87,3;83,9;80,0;9,8;8,4;11,6;2,9;7,7;8,4;;;;;;;;;
2017;Norte;Urbana;Federal;93,4;85,5;100,0;6,6;12,8;0,0;0,0;1,7;0,0;;;;;;;;;
2017;Norte;Rural;Federal;--;87,2;98,1;--;12,3;1,9;--;0,5;0,0;;;;;;;;;
2017;Norte;Urbana;Estadual;88,3;78,2;76,8;8,9;11,1;3,3;2,8;10,7;19,9;;;;;;;;;
2017;Norte;Rural;Estadual;85,7;82,5;85,8;9,5;6,6;1,6;4,8;10,9;12,6;;;;;;;;;
2017;Norte;Urbana;Municipal;88,5;76,9;--;9,3;15,5;--;2,2;7,6;--;;;;;;;;;
2017;Norte;Rural;Municipal;82,6;84,8;--;12,4;0,7;--;5,0;14,5;--;;;;;;;;;
2017;Norte;Urbana;Particular;98,1;96,0;59,8;1,7;3,6;6,8;0,2;0,4;33,4;;;;;;;;;
2017;Norte;Rural;Particular;92,8;91,5;90,5;6,2;3,5;0,0;1,0;5,0;9,5;;;;;;;;;
2017;Norte;Urbana;Pública;88,4;78,4;76,8;9,1;11,1;3,3;2,5;10,5;19,9;;;;;;;;;
2017;Norte;Rural;Pública;83,0;82,7;89,1;12,0;6,8;1,7;5,0;10,5;9,2;;;;;;;;;
2017;Rondônia;Urbana;Federal;--;87,2;--;--;12,1;--;--;0,7;--;;;;;;;;;
2017;Rondônia;Rural;Federal;--;94,8;--;--;4,5;--;--;0,7;--;;;;;;;;;
2017;Rondônia;Urbana;Estadual;92,1;84,0;89,9;6,2;9,1;1,1;1,7;6,9;9,0;;;;;;;;;
2017;Rondônia;Rural;Estadual;89,4;87,4;78,6;6,4;3,4;14,3;4,2;9,2;7,1;;;;;;;;;
2017;Rondônia;Urbana;Municipal;92,3;--;--;7,1;--;--;0,6;--;--;;;;;;;;;
2017;Rondônia;Rural;Municipal;89,4;--;--;9,0;--;--;1,6;--;--;;;;;;;;;
2017;Rondônia;Urbana;Particular;98,4;93,0;53,9;1,5;5,7;7,8;0,1;1,3;38,3;;;;;;;;;
2017;Rondônia;Rural;Particular;98,9;93,7;--;1,1;4,1;--;0,0;2,2;--;;;;;;;;;
2017;Rondônia;Urbana;Pública;92,2;84,2;89,9;6,6;9,2;1,1;1,2;6,6;9,0;;;;;;;;;
2017;Rondônia;Rural;Pública;89,4;89,0;78,6;8,5;3,7;14,3;2,1;7,3;7,1;;;;;;;;;
2017;Acre;Urbana;Federal;90,8;78,6;--;8,9;15,5;--;0,3;5,9;--;;;;;;;;;
2017;Acre;Urbana;Estadual;94,6;83,0;77,1;4,3;10,3;5,3;1,1;6,7;17,6;;;;;;;;;
2017;Acre;Rural;Estadual;86,8;87,6;93,5;7,9;3,7;1,0;5,3;8,7;5,5;;;;;;;;;
2017;Acre;Urbana;Municipal;93,0;--;--;6,3;--;--;0,7;--;--;;;;;;;;;
2017;Acre;Rural;Municipal;83,3;--;--;11,6;--;--;5,1;--;--;;;;;;;;;
2017;Acre;Urbana;Particular;99,2;96,0;--;0,7;3,8;--;0,1;0,2;--;;;;;;;;;
2017;Acre;Urbana;Pública;94,1;82,8;77,1;4,9;10,5;5,3;1,0;6,7;17,6;;;;;;;;;
2017;Acre;Rural;Pública;85,0;87,6;93,5;9,8;3,7;1,0;5,2;8,7;5,5;;;;;;;;;
2017;Amazonas;Urbana;Federal;96,3;85,9;--;3,7;13,1;--;0,0;1,0;--;;;;;;;;;
2017;Amazonas;Rural;Federal;--;85,7;--;--;13,4;--;--;0,9;--;;;;;;;;;
2017;Amazonas;Urbana;Estadual;92,7;82,8;--;5,1;7,7;--;2,2;9,5;--;;;;;;;;;
2017;Amazonas;Rural;Estadual;89,9;85,1;--;5,9;5,4;--;4,2;9,5;--;;;;;;;;;
2017;Amazonas;Urbana;Municipal;90,8;87,1;--;7,0;4,9;--;2,2;8,0;--;;;;;;;;;
2017;Amazonas;Rural;Municipal;83,9;77,5;--;9,7;1,1;--;6,4;21,4;--;;;;;;;;;
2017;Amazonas;Urbana;Particular;98,2;95,2;--;1,6;4,4;--;0,2;0,4;--;;;;;;;;;
2017;Amazonas;Rural;Particular;96,5;91,8;--;3,5;8,2;--;0,0;0,0;--;;;;;;;;;
